Date,Close,High,Low,Open,Volume,Daily Return,7-Day MA,30-Day MA,Volatility
,2222.SR,2222.SR,2222.SR,2222.SR,2222.SR,,,,
2022-03-22,31.23688316345215,31.30935922121479,30.83826986371683,31.30935922121479,11194097,0.003492251807568403,30.04621914454869,29.414130401611327,
2022-03-23,30.87450408935547,31.05569254860554,30.403414764366467,31.05569254860554,11625262,-0.011600999760458586,30.387887409755162,29.543377939860026,
2022-03-24,30.87450408935547,31.236881007855608,30.802028036594255,30.983216495844324,7901457,0.0,30.78650120326451,29.67504138946533,
2022-03-27,30.330942153930664,30.802031532384632,30.113513970970622,30.693319113557763,12627460,-0.017605527649987684,30.87450681413923,29.784962209065757,
2022-03-28,30.475894927978516,30.548367645209552,30.113514615291482,30.294703098981813,8079047,0.004779039612822222,30.895214353288925,29.905754407246906,
2022-03-29,30.3671817779541,30.439657846736043,30.25846934743452,30.403421484998404,5271077,-0.003567184828577763,30.755440848214285,30.016883214314777,
2022-03-30,30.22223472595215,30.439659599511064,29.896094070306926,30.36718352655581,5099495,-0.004773147968152314,30.626020703996932,30.123180452982584,
2022-03-31,31.23688316345215,31.23688316345215,29.932327504949157,30.222228390693584,14251226,0.03357291235081017,30.626020703996932,30.252428181966145,
2022-04-03,31.091934204101562,31.236886334341094,30.802033288928996,31.055697844194928,7373116,-0.004640314419083302,30.657082148960658,30.376844278971355,
2022-04-04,31.091934204101562,31.091934204101566,31.091934204101566,31.091934204101566,0,0.0,30.688143593924387,30.502468299865722,
2022-04-05,31.164409637451172,31.273122060273735,31.019457510150133,31.236885701101688,5635854,0.002331004332951636,30.80721037728446,30.593062591552734,
2022-04-06,31.164409637451172,31.236885701101688,31.019457510150133,31.16440963745117,7276769,0.0,30.905569621494838,30.652250798543296,
2022-04-07,31.055700302124023,31.128176372979965,30.910748160412137,31.128176372979965,4650972,-0.0034882526764283828,31.00392941066197,30.688488578796388,
2022-04-10,31.01945686340332,31.164408987682148,30.983220504986793,31.091932925542736,3566496,-0.0011670462545719795,31.11781828744071,30.733181635538738,
2022-04-11,30.946989059448242,31.164413935076634,30.87451298580315,30.98322542361735,5078893,-0.002336204797982022,31.07640484401158,30.76096420288086,
2022-04-12,31.164409637451172,31.635499033219904,30.91074508732757,30.946984791806038,12503670,0.007025580989002522,31.08675847734724,30.798409779866535,
2022-04-13,30.91074562072754,31.236886240129586,30.838272901132846,31.16441017522841,6388738,-0.008139541857991706,31.060874394008092,30.788746452331544,
2022-04-14,31.164409637451172,31.16440963745117,30.729556600854483,30.91074508732757,5554319,0.008206337687096665,31.060874394008092,30.757340304056804,
2022-04-17,30.983219146728516,31.091931562518667,30.94698278990053,31.091931562518667,3127790,-0.005814019672778059,31.034990038190568,30.712646929423013,
2022-04-18,31.01945686340332,31.091932925542736,30.910744442847378,30.946984146570262,2439598,0.0011695917232870112,31.02981240408761,30.664330164591473,
2022-04-19,30.80203628540039,31.128176937513572,30.80203628540039,31.05570086534322,6320639,-0.007009167792987436,30.998752321515763,30.613597361246743,
2022-04-20,31.454313278198242,31.454313278198242,30.910747771576474,31.128175981409207,17940938,0.021176424401104343,31.07122720990862,30.616013272603354,
2022-04-21,31.164409637451172,31.563022969569385,31.091933573800652,31.454310546746818,8970735,-0.009216657765916292,31.07122720990862,30.661914126078287,
2022-04-24,31.164409637451172,31.16440963745117,30.983221150978085,31.091933573800652,3569825,0.0,31.107464926583425,30.73559741973877,
2022-04-25,31.091934204101562,31.164410269221328,30.983221779075162,31.128173909314693,5490722,-0.0023255833879975985,31.097111293247767,30.82256768544515,
2022-04-26,31.41807746887207,31.45431383182864,31.091936821035894,31.164412892255797,8643264,0.010489642189178472,31.159233910696848,30.933696683247884,
2022-04-27,32.14282989501953,32.396491113738335,31.34559984178536,31.418075909407854,15690322,0.023068006846234335,31.319715772356307,31.014627583821614,
2022-04-28,32.54144287109375,32.54144287109375,32.21530558853975,32.43273044357575,15921136,0.01240130310169052,31.568202427455358,31.088310941060385,
2022-05-08,33.22996139526367,33.41114989451189,32.39649162247657,32.46896769123718,16868487,0.021158205150808573,31.82186644417899,31.151123110453288,
2022-05-09,33.302425384521484,33.51985353377866,33.12124027809918,33.229952680074874,15428569,0.0021806823184615798,32.127297265189036,31.223598098754884,
2022-05-10,33.302425384521484,33.483613836249575,32.79509972686631,33.302425384521484,11566972,0.0,32.43272808619908,31.292449506123862,
2022-05-11,32.976295471191406,33.447384880803114,32.976295471191406,33.19372032322557,8919220,-0.009792977825622828,32.7019225529262,31.362509218851724,
2022-05-12,32.39649200439453,32.97629721600806,31.816690138087704,32.97629721600806,16990323,-0.01758243181995378,32.841696058000835,31.413242149353028,
2022-05-15,33.76265335083008,34.20112936837333,32.487084625509205,33.48362133313536,18045682,0.042170039467551934,33.07309940883091,31.52763252258301,
2022-05-16,33.882240295410156,34.55988235816682,33.64307093429286,33.72279293956304,18335066,0.003541988934857798,33.26464189801897,31.641177368164062,
2022-05-17,32.8458366394043,33.88223595642146,32.32763865354888,33.88223595642146,18747976,-0.030588404042050765,33.20976693289621,31.723799196879067,
2022-05-18,32.44721984863281,33.1647244180581,32.287772530257214,32.885695792533255,14996814,-0.012135991393602552,33.08759471348354,31.79796536763509,
2022-05-19,31.68985366821289,32.08846695946241,31.490543677282055,31.929019635778953,13330533,-0.02334148145674908,32.85722732543945,31.81306438446045,
2022-05-22,31.251384735107422,31.968889489714677,30.932493361358993,31.88916748260428,8822931,-0.01383625616249795,32.61081150599888,31.818379402160645,
2022-05-23,31.49054718017578,31.49054718017578,31.05207117290441,31.370965855744,7205157,0.007652859132340595,32.48139081682478,31.83166650136312,
2022-05-24,32.27001190185547,32.310196569971644,31.426086654852316,31.707396194723927,12548662,0.024752339717055927,32.268156324114116,31.868519910176595,
2022-05-25,32.95319366455078,33.1541271553202,32.31020177243154,32.31020177243154,8705368,0.021170793638784824,32.13543537684849,31.92814604441325,
2022-05-26,32.712074279785156,33.314874791771466,32.51114077578972,33.03356856070034,8018908,-0.007317026301611795,32.11632646833147,31.983358510335286,
2022-05-29,33.234500885009766,33.35506165765011,33.03356738814663,33.03356738814663,8205951,0.015970451789645512,32.228795187813894,32.0571933110555,
2022-05-30,33.31486511230469,33.55598659608755,33.11393166668945,33.234492408580884,11719717,0.002418096410503612,32.46093967982701,32.13612251281738,
2022-05-31,33.67655563354492,33.75692835706698,33.15412787173309,33.59618291002286,35954528,0.010856730772313528,32.80739266531808,32.21986071268717,
2022-06-01,32.993377685546875,33.63636619231645,32.993377685546875,33.63636619231645,5926800,-0.020286455522118163,33.02208273751395,32.28928178151448,
2022-06-02,32.31019973754883,32.95319158917271,32.31019973754883,32.95319158917271,6805777,-0.02070651736567486,33.02782385689871,32.32747478485108,
2022-06-05,32.67188262939453,32.75225534761289,32.39057642932426,32.39057642932426,4625700,0.011194077869638663,32.98763656616211,32.38376356760661,
2022-06-06,32.95319366455078,32.99337833913733,32.71207212658259,32.71207212658259,5437804,0.008610187492016586,33.0220821925572,32.44822146097819,
2022-06-07,32.55132293701172,32.993377960678615,32.55132293701172,32.95319328655302,3739451,-0.0121951981841254,32.92448534284319,32.5065310160319,
2022-06-08,32.63169479370117,32.83263164945657,32.470949356231365,32.59151012063977,2834378,0.0024690811136915958,32.82688958304269,32.545777066548666,
2022-06-09,32.470947265625,32.79244149247766,32.27001379541858,32.67188073583143,5776926,-0.004926116436563377,32.65465981619699,32.589328320821124,
2022-06-12,31.506465911865234,32.229827109592875,31.466277867086802,32.229827109592875,8041691,-0.029702901669912296,32.44224384852818,32.60073019663493,
2022-06-13,31.66720962524414,31.827958423012205,30.783099669049356,31.34571540231984,10677861,0.005101927770273074,32.35038811819894,32.61990604400635,
2022-06-14,31.385902404785156,31.827957368232834,31.02422015125204,31.66720857579199,6514281,-0.008883233596771789,32.16667665754046,32.61883354187012,
2022-06-15,30.903663635253906,31.50646747375343,30.86347558848321,31.345718659282827,6336284,-0.01536482090945801,31.87388665335519,32.57752799987793,
2022-06-16,30.943857192993164,31.305536187894177,30.903669139065148,30.903669139065148,9292529,0.001300608180753171,31.644248689923966,32.524275143941246,
2022-06-19,29.69805908203125,30.62235716911523,29.69805908203125,30.582169122681265,9260147,-0.04025994895180707,31.22515787397112,32.406545066833495,
2022-06-20,29.657873153686523,30.05974352889027,29.376566926395054,29.657873153686523,8654467,-0.0013531499898268295,30.823290143694198,32.285059992472334,
2022-06-21,30.140108108520508,30.381229593949186,29.77842588037749,29.818613918819434,6088788,0.016259930452027005,30.628096171787806,32.179649416605635,
2022-06-22,29.898990631103516,30.22048486390145,29.738245201010514,30.22048486390145,4761763,-0.007999887609853262,30.375493458339147,32.077072588602704,
2022-06-23,29.898990631103516,30.22048486390145,29.818617916057015,29.939178674932734,5075703,0.0,30.16307749067034,31.993822542826333,
2022-06-26,30.26066780090332,30.421413203868727,30.180295099420615,30.180295099420615,3266113,0.012096634774805937,30.07122094290597,31.87708969116211,
2022-06-27,30.220481872558594,30.381230659351978,30.140109165467702,30.381230659351978,3370535,-0.001327992118651311,29.96788161141532,31.755031077067056,
2022-06-28,31.225156784057617,31.225156784057617,30.260674049279807,30.260674049279807,6143678,0.03324483427285485,30.186038425990514,31.70100841522217,
2022-06-29,31.506465911865234,31.827960152256633,30.943850148027284,31.184971671473836,6250515,0.00900905413391695,30.45012310573033,31.66964995066325,
2022-06-30,31.184974670410156,31.506468941718392,31.144786621766997,31.506468941718392,8449684,-0.010203976617193522,30.59938975742885,31.65282065073649,
2022-07-03,31.064414978027344,31.30553316043935,30.823293423002884,31.225160432968682,1763140,-0.0038659544750955233,30.76587894984654,31.64658832550049,
2022-07-04,30.662540435791016,30.943850002694788,30.461606958066607,30.943850002694788,3961053,-0.012936813473570452,30.874957493373326,31.618988100687663,
2022-07-05,30.783096313476562,30.863469017293493,30.541974829414308,30.662535571445435,2635732,0.003931698938579364,30.949590138026647,31.5694242477417,
2022-07-06,30.501787185668945,30.582159881638425,30.300853759439686,30.501787185668945,6128310,-0.0091384286019488,30.989776611328125,31.48771069844564,
2022-07-13,29.456933975219727,30.220483156553552,29.456933975219727,30.14011044604782,10024366,-0.03425547506738014,30.737173352922714,31.37920602162679,
2022-07-14,29.135440826416016,29.657868522732315,29.014880069941196,29.497123095840468,4946062,-0.01091400581860158,30.398455483572825,31.242570686340333,
2022-07-17,29.69805908203125,29.858807895154957,29.256004061706243,29.41675287482995,3414552,0.019310442528301497,30.186038970947266,31.122010485331217,
2022-07-18,30.943857192993164,30.943857192993164,29.738252673893292,29.738252673893292,6487923,0.0419488057290478,30.168816430228098,31.030920537312827,
2022-07-19,31.1447811126709,31.34571457511956,30.62235343578204,30.943847650222242,4877327,0.0064931762845399366,30.237707955496653,30.96930065155029,
2022-07-20,31.265344619750977,31.3457173372905,30.984035049444582,31.104595812059888,3764926,0.0038710661232108645,30.30660057067871,30.934472147623698,
2022-07-21,31.064414978027344,31.30553316043935,31.024226927985783,31.30553316043935,3326261,-0.0064265928991775745,30.386975969587052,30.880889892578125,
2022-07-24,31.104598999023438,31.1849750974103,30.742920046732095,30.943853547474482,2069603,0.001293570827730628,30.6223566872733,30.81927007039388,
2022-07-25,31.024219512939453,31.26534101033387,30.903658764242245,30.94384680467853,3996118,-0.0025841672508463143,30.892182213919504,30.768366622924805,
2022-07-26,31.184974670410156,31.22515934644097,30.903665075132736,31.10459857312384,3051738,0.005181601986913975,31.10459872654506,30.720142618815103,
2022-07-27,31.948514938354492,32.02888764026649,31.144777801400355,31.345711242486043,8446526,0.024484235629949724,31.24812126159668,30.702728207906087,
2022-07-28,31.9083309173584,32.18963709576378,31.9083309173584,32.10926438373536,12237404,-0.0012577742994824836,31.357199805123464,30.716123708089192,
2022-07-31,31.948514938354492,32.189633044090485,31.9083269010928,31.9083269010928,6181844,0.0012593582879709686,31.454795564923966,30.725500551859536,
2022-08-01,32.189640045166016,32.22982809116839,31.908333840985726,31.948521886988104,9908784,0.007547302504569586,31.615542003086635,30.7522918065389,
2022-08-02,32.028892517089844,32.189637945389464,31.50646481619824,32.149453274620505,7012434,-0.004993765939930506,31.74758393423898,30.789799435933432,
2022-08-03,32.028892517089844,32.028892517089844,31.747582958647666,31.948519802940034,3223353,0.0,31.891108649117605,30.825967280069985,
2022-08-04,31.9083309173584,32.02889167170694,31.827958205329978,31.9083309173584,3226778,-0.00376415137261199,31.9944452558245,30.899643007914225,
2022-08-07,31.54665184020996,31.827961419636612,31.506467166443407,31.827961419636612,2103791,-0.011334941902325646,31.93703624180385,30.962602297465008,
2022-08-08,31.586837768554688,31.787771241750463,31.466277010114837,31.586837768554688,3262293,0.0012738571607622262,31.891108649117605,31.010826619466147,
2022-08-09,31.98870086669922,32.02888890554851,31.426085185866665,31.586833968652332,8987535,0.012722485900269254,31.896849496023997,31.080483627319335,
2022-08-10,32.028892517089844,32.189637945389464,31.787771002028517,31.98870447370899,5880068,0.001256432718480971,31.873885563441686,31.151480356852215,
2022-08-11,32.79244613647461,32.79244613647461,32.06908486676821,32.06908486676821,10216671,0.023839526108414555,31.982964651925222,31.235872968037924,
2022-08-14,32.511138916015625,33.03356667104118,32.390578145992464,32.79244513099485,8740202,-0.008578415263327699,32.051856994628906,31.312228202819824,
2022-08-15,32.511138916015625,32.511138916015625,32.02889583592297,32.47095086847049,5539893,0.0,32.13797242300851,31.35509427388509,
2022-08-16,31.98870086669922,32.430755803595396,31.98870086669922,32.430755803595396,5862157,-0.016069509304672325,32.20112228393555,31.37116877237956,
2022-08-17,31.98870086669922,32.02888890554851,31.7073947125887,31.98870086669922,4423357,0.0,32.258531297956196,31.397959645589193,
2022-08-18,31.747581481933594,32.06907906880242,31.747581481933594,31.948518316879543,3533927,-0.007537642299710767,32.224085671561106,31.420731862386067,
2022-08-21,31.506465911865234,31.787772107478204,31.426089822308374,31.747584062699772,2568305,-0.007594769705704052,32.14945329938616,31.448862711588543,
2022-08-22,31.400955200195312,31.603541393681304,31.279402804033243,31.603541393681304,4258024,-0.0033488589918359013,31.95066887991769,31.4694580078125,
2022-08-23,31.11733055114746,31.522506322093008,31.11733055114746,31.279401539596126,2628820,-0.009032357367462773,31.75155339922224,31.489976119995116,
2022-08-24,31.725093841552734,31.846646237912925,31.11733185975178,31.157850458655968,3932121,0.01953134409798718,31.63926124572754,31.565581448872884,
2022-08-25,31.887161254882812,31.927676448883492,31.644056489470767,31.927676448883492,2550359,0.00510849279562442,31.624755586896622,31.65730546315511,
2022-08-28,31.360441207885742,31.88716946874317,31.319926003448696,31.684579845146462,3869448,-0.01651824829394044,31.535004207066127,31.712718200683593,
2022-08-29,31.157854080200195,31.56302651492664,31.11733547658644,31.360440297563418,4855037,-0.006459957828482521,31.450757435389928,31.71985143025716,
2022-08-30,30.91474723815918,31.56302445148122,30.91474723815918,31.481990649904102,8698024,-0.007802425719539596,31.366226196289062,31.712183634440105,
2022-08-31,30.388017654418945,31.03629476591793,30.388017654418945,30.914742382467868,9711090,-0.01703813327931958,31.221520832606725,31.68293940226237,
2022-09-01,30.063884735107422,30.46905715566883,29.86129852482672,30.388023351627076,9360063,-0.0106664713374085,31.071028573172434,31.64958839416504,
2022-09-04,30.50956916809082,30.50956916809082,29.94232586161239,30.06387824159719,3123786,0.014824578956123657,30.897382191249303,31.629754066467285,
2022-09-05,30.388017654418945,30.63112242131907,30.388017654418945,30.509570037869008,4554112,-0.0039840455629573945,30.683218819754465,31.608547337849934,
2022-09-06,30.104400634765625,30.67164061248814,30.104400634765625,30.388020623626883,6499271,-0.009333185957659085,30.503784452165878,31.57252820332845,
2022-09-07,29.901817321777344,30.30699319140584,29.901817321777344,30.14492216348383,4856111,-0.006729358788639339,30.32435062953404,31.504304949442545,
2022-09-08,29.61819076538086,30.02336314562819,29.61819076538086,29.942329349649185,5267568,-0.009485261492448549,30.139128276279994,31.427966944376628,
2022-09-11,30.063884735107422,30.306989547585324,29.901813726671268,29.901813726671268,3830339,0.015047980926894189,30.092823573521205,31.365145937601724,
2022-09-12,30.185434341430664,30.347501934481233,30.023363348027758,30.185434341430664,4500965,0.004043043917784317,30.110187802995956,31.298339080810546,
2022-09-13,30.144916534423828,30.306987532081788,30.144916534423828,30.185435133926426,4480298,-0.0013422966371308132,30.058094569614955,31.235539881388345,
2022-09-14,29.982851028442383,30.266471043685964,29.820780019479866,30.063884832747313,4253405,-0.005376213458623269,30.000213623046875,31.16733849843343,
2022-09-15,29.57767105102539,30.469052974212765,29.57767105102539,30.023362012619078,10854219,-0.013513724129590954,29.92496653965541,31.089649836222332,
2022-09-18,29.37508773803711,29.78026014257327,29.21302013636365,29.658711141494436,4282881,-0.006849197580120481,29.84971945626395,31.017264366149902,
2022-09-19,29.172502517700195,29.49664113230996,29.172502517700195,29.37508872678722,4947747,-0.00689649754048538,29.786049706595286,30.936786524454753,
2022-09-20,29.334566116333008,29.415603309176394,29.253532323841792,29.253532323841792,3310346,0.005555354688357106,29.681861332484655,30.84831536610921,
2022-09-21,29.172502517700195,29.37508872678722,29.172502517700195,29.37508872678722,4136874,-0.005524663224610538,29.537156786237443,30.753102366129557,
2022-09-25,28.40266990661621,28.929394675117035,28.362151308903734,28.929394675117035,7394772,-0.02638898087734831,29.288264410836355,30.606776491800943,
2022-09-26,27.592327117919922,28.40267542720996,27.592327117919922,28.36215682162193,11104718,-0.028530514608682056,28.946760995047434,30.442816098531086,
2022-09-27,27.91646385192871,28.078534862841362,27.551808327816126,27.673360735912436,8792238,0.011747350363872533,28.709445680890763,30.289660263061524,
2022-09-28,28.28112030029297,28.645777514577123,27.87594618448046,28.119050994003228,7244436,0.013062415436941643,28.553164618355886,30.166074244181313,
2022-09-29,29.050947189331055,29.050947189331055,28.605256214039983,28.64577481192182,5390104,0.027220523121572082,28.53579957144601,30.068149121602378,
2022-10-02,28.969911575317383,29.05094536564183,28.605254418329256,29.01042677030357,3100834,-0.0027894310462769356,28.483706065586635,29.97556012471517,
2022-10-03,28.969911575317383,29.41560252262996,28.848359189654676,29.01042677030357,7254248,0.0,28.45476450238909,29.891008313496908,
2022-10-04,28.969911575317383,28.969911575317383,28.969911575317383,28.969911575317383,0,0.0,28.535799026489258,29.809973526000977,
2022-10-05,29.131982803344727,29.45612140557735,28.969915202404668,29.21302000416726,6495208,0.005594467473812648,28.7557498386928,29.743795267740886,
2022-10-06,29.172502517700195,29.334570124828762,29.131983915741735,29.334570124828762,4513199,0.001390901355015739,28.935183933803014,29.658708890279133,
2022-10-09,29.172502517700195,29.334570124828762,29.09146871413591,29.172502517700195,3527398,0.0,29.062524250575475,29.56822026570638,
2022-10-10,28.969911575317383,29.253531541628988,28.969911575317383,29.17249775130454,2795564,-0.006944585650815904,29.050947734287806,29.488535944620768,
2022-10-11,28.929397583007812,28.96991618479309,28.726811374786656,28.96991618479309,3324350,-0.0013984851905480822,29.045160021100724,29.414254061381023,
2022-10-12,28.929397583007812,28.96991618479309,28.726811374786656,28.929397583007812,2689887,0.0,29.039372307913645,29.348075739542644,
2022-10-13,28.686290740966797,28.888876934837466,28.686290740966797,28.848361736274757,2196674,-0.008403453315730558,28.99885504586356,29.291351509094238,
2022-10-16,28.362152099609375,28.686290689288995,28.119049007437756,28.605256891957183,2919621,-0.011299426763967113,28.888879231044225,29.23462708791097,
2022-10-17,28.52422332763672,28.686290923624256,28.281118533303015,28.362152331296784,9779287,0.0057143487369415435,28.796267918178014,29.168448893229165,
2022-10-18,28.84836196899414,28.84836196899414,28.605257174247264,28.605257174247264,4683995,0.011363627245316366,28.74996212550572,29.11712703704834,
2022-10-19,28.969911575317383,29.01042677030357,28.686288208653703,28.76732539933023,5044389,0.004213397157657672,28.74996212550572,29.07931073506673,
2022-10-20,29.21302032470703,29.21302032470703,28.929396919421116,28.96991552027697,7209833,0.008391767049671595,28.79047966003418,29.056350835164388,
2022-10-23,29.57767105102539,29.780257233503942,29.253532478989268,29.253532478989268,4821944,0.012482472618894347,28.88309015546526,29.055000178019206,
2022-10-24,29.57767105102539,29.57767105102539,29.253532478989268,29.415603465183423,5637526,0.0,29.010430199759348,29.03879305521647,
2022-10-25,28.969911575317383,29.618188698617114,28.848359189654676,29.577670103278855,4846945,-0.020547915170857856,29.097252982003347,28.998275629679362,
2022-10-26,28.44318962097168,29.091468546634914,28.28112031459995,29.091468546634914,6900655,-0.01818169009512871,29.085676738194056,28.941551399230956,
